From,UniprotID,Reviewed,Entry Name,Protein names,Gene,Organism,Length,Uniprot_Gene
ABHD5,F6K7K4,unreviewed,F6K7K4_HUMAN,Abhydrolase domain containing 5 (EC 2.3.1.51),ABHD5,Homo sapiens (Human),51,F6K7K4_ABHD5
ABHD5,F6K7K5,unreviewed,F6K7K5_HUMAN,Truncated abhydrolase domain containing 5 (EC 2.3.1.51),ABHD5,Homo sapiens (Human),41,F6K7K5_ABHD5
ABHD5,F8W7B5,unreviewed,F8W7B5_HUMAN,"Abhydrolase domain containing 5, lysophosphatidic acid acyltransferase",ABHD5,Homo sapiens (Human),44,F8W7B5_ABHD5
ABHD5,H7BZY9,unreviewed,H7BZY9_HUMAN,"Abhydrolase domain containing 5, lysophosphatidic acid acyltransferase",ABHD5,Homo sapiens (Human),155,H7BZY9_ABHD5
RBP3,P10745,reviewed,RET3_HUMAN,Retinol-binding protein 3 (Interphotoreceptor retinoid-binding protein) (IRBP) (Interstitial retinol-binding protein),RBP3,Homo sapiens (Human),1247,P10745_RBP3
TPP1,O14773,reviewed,TPP1_HUMAN,Tripeptidyl-peptidase 1 (TPP-1) (EC 3.4.14.9) (Cell growth-inhibiting gene 1 protein) (Lysosomal pepstatin-insensitive protease) (LPIC) (Tripeptidyl aminopeptidase) (Tripeptidyl-peptidase I) (TPP-I),TPP1 CLN2 GIG1 UNQ267/PRO304,Homo sapiens (Human),563,O14773_TPP1
TPP1,P49638,reviewed,TTPA_HUMAN,Alpha-tocopherol transfer protein (Alpha-TTP),TTPA TPP1,Homo sapiens (Human),278,P49638_TPP1
TPP1,Q96AP0,reviewed,ACD_HUMAN,Adrenocortical dysplasia protein homolog (POT1 and TIN2-interacting protein),ACD PIP1 PTOP TINT1 TPP1,Homo sapiens (Human),458,Q96AP0_TPP1
TPP1,A0A2R8Y6T9,unreviewed,A0A2R8Y6T9_HUMAN,Tripeptidyl peptidase 1,TPP1,Homo sapiens (Human),40,A0A2R8Y6T9_TPP1
TPP1,A0A2R8Y7I4,unreviewed,A0A2R8Y7I4_HUMAN,Tripeptidyl peptidase 1,TPP1,Homo sapiens (Human),162,A0A2R8Y7I4_TPP1
TPP1,A0A2R8Y7U1,unreviewed,A0A2R8Y7U1_HUMAN,Tripeptidyl-peptidase 1 (EC 3.4.14.9) (Tripeptidyl aminopeptidase) (Tripeptidyl-peptidase I),TPP1,Homo sapiens (Human),400,A0A2R8Y7U1_TPP1
TPP1,A0A2R8YCK4,unreviewed,A0A2R8YCK4_HUMAN,Tripeptidyl peptidase 1,TPP1,Homo sapiens (Human),81,A0A2R8YCK4_TPP1
TPP1,A0A2R8YD45,unreviewed,A0A2R8YD45_HUMAN,Tripeptidyl-peptidase 1 (EC 3.4.14.9) (Tripeptidyl aminopeptidase) (Tripeptidyl-peptidase I),TPP1,Homo sapiens (Human),500,A0A2R8YD45_TPP1
TPP1,A0A2R8YD72,unreviewed,A0A2R8YD72_HUMAN,Tripeptidyl peptidase 1,TPP1,Homo sapiens (Human),92,A0A2R8YD72_TPP1
TPP1,A0A2R8YDY1,unreviewed,A0A2R8YDY1_HUMAN,Tripeptidyl peptidase 1,TPP1,Homo sapiens (Human),99,A0A2R8YDY1_TPP1
TPP1,A0A2R8YE64,unreviewed,A0A2R8YE64_HUMAN,Tripeptidyl peptidase 1,TPP1,Homo sapiens (Human),162,A0A2R8YE64_TPP1
TPP1,A0A2R8YGD1,unreviewed,A0A2R8YGD1_HUMAN,Tripeptidyl-peptidase 1 (EC 3.4.14.9) (Tripeptidyl aminopeptidase) (Tripeptidyl-peptidase I),TPP1,Homo sapiens (Human),470,A0A2R8YGD1_TPP1
TPP1,A0A804HJ17,unreviewed,A0A804HJ17_HUMAN,Tripeptidyl-peptidase 1 (EC 3.4.14.9) (Tripeptidyl aminopeptidase) (Tripeptidyl-peptidase I),TPP1,Homo sapiens (Human),525,A0A804HJ17_TPP1
TPP1,D3DQU2,unreviewed,D3DQU2_HUMAN,Tripeptidyl-peptidase 1 (EC 3.4.14.9) (Tripeptidyl aminopeptidase) (Tripeptidyl-peptidase I),TPP1 hCG_22005,Homo sapiens (Human),572,D3DQU2_TPP1
TPP1,E7EV34,unreviewed,E7EV34_HUMAN,Tripeptidyl peptidase 1,TPP1,Homo sapiens (Human),170,E7EV34_TPP1
TPP1,E9PME9,unreviewed,E9PME9_HUMAN,Tripeptidyl peptidase 1,TPP1,Homo sapiens (Human),30,E9PME9_TPP1
TPP1,E9PPA4,unreviewed,E9PPA4_HUMAN,Tripeptidyl peptidase 1,TPP1,Homo sapiens (Human),39,E9PPA4_TPP1
RHBDL1,O75783,reviewed,RHBL1_HUMAN,Rhomboid-related protein 1 (RRP) (EC 3.4.21.105) (Rhomboid-like protein 1),RHBDL1 RHBDL,Homo sapiens (Human),438,O75783_RHBDL1
RHBDL1,B4DFK3,unreviewed,B4DFK3_HUMAN,"Rhomboid, veinlet-like 1 (Drosophila), isoform CRA_b (cDNA FLJ50740, highly similar to Rhomboid-related protein 1)",RHBDL1 hCG_22418,Homo sapiens (Human),310,B4DFK3_RHBDL1
RHBDL1,H3BQ51,unreviewed,H3BQ51_HUMAN,Rhomboid like 1,RHBDL1,Homo sapiens (Human),229,H3BQ51_RHBDL1
RHBDL2,Q9NX52,reviewed,RHBL2_HUMAN,"Rhomboid-related protein 2 (RRP2) (EC 3.4.21.105) (Rhomboid-like protein 2) [Cleaved into: Rhomboid-related protein 2, N-terminal fragment (NTF); Rhomboid-related protein 2, C-terminal fragment (CTF)]",RHBDL2,Homo sapiens (Human),303,Q9NX52_RHBDL2
RHBDL3,P58872,reviewed,RHBL3_HUMAN,Rhomboid-related protein 3 (EC 3.4.21.105) (Ventrhoid transmembrane protein),RHBDL3 RHBDL4 VRHO,Homo sapiens (Human),404,P58872_RHBDL3
RHBDL3,A4FU16,unreviewed,A4FU16_HUMAN,RHBDL3 protein (Rhomboid like 3),RHBDL3,Homo sapiens (Human),416,A4FU16_RHBDL3
RHBDL3,J3QQX4,unreviewed,J3QQX4_HUMAN,Rhomboid like 3,RHBDL3,Homo sapiens (Human),51,J3QQX4_RHBDL3
RHBDD1,Q8TEB9,reviewed,RHBL4_HUMAN,Rhomboid-related protein 4 (RRP4) (EC 3.4.21.105) (Rhomboid domain-containing protein 1) (Rhomboid-like protein 4),RHBDD1 RHBDL4 HSD-50 HSD50,Homo sapiens (Human),315,Q8TEB9_RHBDD1
RHBDD1,B9A054,unreviewed,B9A054_HUMAN,Rhomboid domain containing 1,RHBDD1,Homo sapiens (Human),157,B9A054_RHBDD1
RHBDD1,C9J1R4,unreviewed,C9J1R4_HUMAN,Rhomboid domain containing 1,RHBDD1,Homo sapiens (Human),134,C9J1R4_RHBDD1
RHBDD1,C9J4C7,unreviewed,C9J4C7_HUMAN,Rhomboid domain containing 1,RHBDD1,Homo sapiens (Human),50,C9J4C7_RHBDD1
RHBDD1,C9JAS2,unreviewed,C9JAS2_HUMAN,Rhomboid domain containing 1,RHBDD1,Homo sapiens (Human),54,C9JAS2_RHBDD1
RHBDD1,C9JQK8,unreviewed,C9JQK8_HUMAN,Rhomboid domain containing 1,RHBDD1,Homo sapiens (Human),124,C9JQK8_RHBDD1
RHBDD1,C9K011,unreviewed,C9K011_HUMAN,Rhomboid domain containing 1,RHBDD1,Homo sapiens (Human),151,C9K011_RHBDD1
RHBDF2,Q6PJF5,reviewed,RHDF2_HUMAN,Inactive rhomboid protein 2 (iRhom2) (Rhomboid 5 homolog 2) (Rhomboid family member 2) (Rhomboid veinlet-like protein 5) (Rhomboid veinlet-like protein 6),RHBDF2 IRHOM2 RHBDL5 RHBDL6,Homo sapiens (Human),856,Q6PJF5_RHBDF2
RHBDF2,K7EIY3,unreviewed,K7EIY3_HUMAN,Rhomboid 5 homolog 2,RHBDF2,Homo sapiens (Human),74,K7EIY3_RHBDF2
RHBDF2,K7EJ10,unreviewed,K7EJ10_HUMAN,Rhomboid 5 homolog 2,RHBDF2,Homo sapiens (Human),28,K7EJ10_RHBDF2
RHBDF2,K7EJD6,unreviewed,K7EJD6_HUMAN,Rhomboid 5 homolog 2,RHBDF2,Homo sapiens (Human),13,K7EJD6_RHBDF2
RHBDF2,K7EKA3,unreviewed,K7EKA3_HUMAN,Rhomboid 5 homolog 2,RHBDF2,Homo sapiens (Human),73,K7EKA3_RHBDF2
RHBDF2,K7EKI1,unreviewed,K7EKI1_HUMAN,Rhomboid 5 homolog 2,RHBDF2,Homo sapiens (Human),112,K7EKI1_RHBDF2
RHBDF2,K7ELA9,unreviewed,K7ELA9_HUMAN,Rhomboid 5 homolog 2,RHBDF2,Homo sapiens (Human),26,K7ELA9_RHBDF2
RHBDF2,K7EPN8,unreviewed,K7EPN8_HUMAN,Rhomboid 5 homolog 2,RHBDF2,Homo sapiens (Human),86,K7EPN8_RHBDF2
RHBDF2,K7EPV3,unreviewed,K7EPV3_HUMAN,Inactive rhomboid protein (iRhom) (Rhomboid family member) (Rhomboid veinlet-like protein),RHBDF2,Homo sapiens (Human),185,K7EPV3_RHBDF2
RHBDF2,K7EQ53,unreviewed,K7EQ53_HUMAN,Rhomboid 5 homolog 2,RHBDF2,Homo sapiens (Human),89,K7EQ53_RHBDF2
RHBDF2,K7EQT5,unreviewed,K7EQT5_HUMAN,Rhomboid 5 homolog 2,RHBDF2,Homo sapiens (Human),47,K7EQT5_RHBDF2
RHBDD2,Q6NTF9,reviewed,RHBD2_HUMAN,Rhomboid domain-containing protein 2,RHBDD2 RHBDL7,Homo sapiens (Human),364,Q6NTF9_RHBDD2
RHBDD2,Q9UDT1,unreviewed,Q9UDT1_HUMAN,"Rhomboid domain containing 2 (Supported by Human ESTs AA017424.1 (NID:g1479799), H85906.1 (NID:g1067485))",RHBDD2 WUGSC:H_RG122E10.2a,Homo sapiens (Human),79,Q9UDT1_RHBDD2
PARL,Q9H300,reviewed,PARL_HUMAN,"Presenilin-associated rhomboid-like protein, mitochondrial (EC 3.4.21.105) (Mitochondrial intramembrane cleaving protease PARL) [Cleaved into: P-beta (Pbeta)]",PARL PSARL PRO2207,Homo sapiens (Human),379,Q9H300_PARL
PARL,A0A1W2PP66,unreviewed,A0A1W2PP66_HUMAN,Presenilin associated rhomboid like,PARL,Homo sapiens (Human),188,A0A1W2PP66_PARL
PARL,A0A1W2PS40,unreviewed,A0A1W2PS40_HUMAN,Presenilin associated rhomboid like,PARL,Homo sapiens (Human),177,A0A1W2PS40_PARL
PARL,C9JNP8,unreviewed,C9JNP8_HUMAN,Presenilin associated rhomboid like,PARL,Homo sapiens (Human),295,C9JNP8_PARL
PARL,F8WCQ4,unreviewed,F8WCQ4_HUMAN,Presenilin associated rhomboid like,PARL,Homo sapiens (Human),173,F8WCQ4_PARL
PARL,H7C045,unreviewed,H7C045_HUMAN,Presenilin associated rhomboid like,PARL,Homo sapiens (Human),112,H7C045_PARL
PARL,H7C0U0,unreviewed,H7C0U0_HUMAN,Presenilin associated rhomboid like,PARL,Homo sapiens (Human),159,H7C0U0_PARL
PARL,H7C122,unreviewed,H7C122_HUMAN,Presenilin associated rhomboid like,PARL,Homo sapiens (Human),171,H7C122_PARL
PARL,H7C1V6,unreviewed,H7C1V6_HUMAN,Presenilin associated rhomboid like,PARL,Homo sapiens (Human),63,H7C1V6_PARL
RHBDF1,Q96CC6,reviewed,RHDF1_HUMAN,Inactive rhomboid protein 1 (iRhom1) (Epidermal growth factor receptor-related protein) (Rhomboid 5 homolog 1) (Rhomboid family member 1) (p100hRho),RHBDF1 C16orf8 DIST1 IRHOM1,Homo sapiens (Human),855,Q96CC6_RHBDF1
RHBDF1,A0A1B0GXG1,unreviewed,A0A1B0GXG1_HUMAN,Inactive rhomboid protein (iRhom) (Rhomboid family member) (Rhomboid veinlet-like protein),RHBDF1,Homo sapiens (Human),162,A0A1B0GXG1_RHBDF1
RHBDF1,A2IDA2,unreviewed,A2IDA2_HUMAN,Inactive rhomboid protein (iRhom) (Rhomboid family member) (Rhomboid veinlet-like protein),RHBDF1 Z69719.3-010,Homo sapiens (Human),163,A2IDA2_RHBDF1
RHBDF1,B8ZZ07,unreviewed,B8ZZ07_HUMAN,Rhomboid 5 homolog 1 (Rhomboid 5 homolog 1 (Drosophila)),RHBDF1 Z69719.3-012,Homo sapiens (Human),137,B8ZZ07_RHBDF1
RHBDF1,F8WBS4,unreviewed,F8WBS4_HUMAN,Inactive rhomboid protein (iRhom) (Rhomboid family member) (Rhomboid veinlet-like protein),RHBDF1,Homo sapiens (Human),188,F8WBS4_RHBDF1
RHBDF1,F8WCF7,unreviewed,F8WCF7_HUMAN,Rhomboid 5 homolog 1,RHBDF1,Homo sapiens (Human),88,F8WCF7_RHBDF1
RHBDF1,H0Y6L9,unreviewed,H0Y6L9_HUMAN,Rhomboid 5 homolog 1,RHBDF1,Homo sapiens (Human),232,H0Y6L9_RHBDF1
RHBDF1,Q4TT58,unreviewed,Q4TT58_HUMAN,Inactive rhomboid protein (iRhom) (Rhomboid family member) (Rhomboid veinlet-like protein),RHBDF1 Z69719.3-004,Homo sapiens (Human),190,Q4TT58_RHBDF1
RHBDF1,Q4TT60,unreviewed,Q4TT60_HUMAN,Rhomboid 5 homolog 1 (Drosophila),RHBDF1 Z69719.3-008,Homo sapiens (Human),231,Q4TT60_RHBDF1
DERL1,Q9BUN8,reviewed,DERL1_HUMAN,Derlin-1 (Degradation in endoplasmic reticulum protein 1) (DERtrin-1) (Der1-like protein 1),DERL1 DER1 UNQ243/PRO276,Homo sapiens (Human),251,Q9BUN8_DERL1
DERL1,A0A024R9G3,unreviewed,A0A024R9G3_HUMAN,Derlin,DERL1 hCG_2009023,Homo sapiens (Human),251,A0A024R9G3_DERL1
DERL1,B2R979,unreviewed,B2R979_HUMAN,"Der1-like domain family, member 1, isoform CRA_b (cDNA, FLJ94261)",DERL1 hCG_2009023,Homo sapiens (Human),57,B2R979_DERL1
DERL1,B4E1G1,unreviewed,B4E1G1_HUMAN,Derlin,DERL1,Homo sapiens (Human),151,B4E1G1_DERL1
DERL1,E5RGY0,unreviewed,E5RGY0_HUMAN,Derlin,DERL1,Homo sapiens (Human),151,E5RGY0_DERL1
DERL2,Q9GZP9,reviewed,DERL2_HUMAN,Derlin-2 (Degradation in endoplasmic reticulum protein 2) (DERtrin-2) (Der1-like protein 2) (F-LAN-1) (F-LANa),DERL2 DER2 FLANA CGI-101 SBBI53,Homo sapiens (Human),239,Q9GZP9_DERL2
DERL2,I3L0R8,unreviewed,I3L0R8_HUMAN,Derlin,DERL2,Homo sapiens (Human),200,I3L0R8_DERL2
DERL2,I3L1S8,unreviewed,I3L1S8_HUMAN,Derlin,DERL2,Homo sapiens (Human),144,I3L1S8_DERL2
DERL2,I3L1T3,unreviewed,I3L1T3_HUMAN,Derlin,DERL2,Homo sapiens (Human),158,I3L1T3_DERL2
DERL2,I3L1W3,unreviewed,I3L1W3_HUMAN,Derlin 2,DERL2,Homo sapiens (Human),103,I3L1W3_DERL2
DERL2,I3L3R8,unreviewed,I3L3R8_HUMAN,Derlin 2,DERL2,Homo sapiens (Human),74,I3L3R8_DERL2
DERL2,I3L4W7,unreviewed,I3L4W7_HUMAN,Derlin 2,DERL2,Homo sapiens (Human),79,I3L4W7_DERL2
DERL2,K7EQE8,unreviewed,K7EQE8_HUMAN,Derlin 2,DERL2,Homo sapiens (Human),82,K7EQE8_DERL2
DERL3,Q96Q80,reviewed,DERL3_HUMAN,Derlin-3 (Degradation in endoplasmic reticulum protein 3) (DERtrin-3) (Der1-like protein 3),DERL3 C22orf14 DER3 LLN2,Homo sapiens (Human),235,Q96Q80_DERL3
DERL3,E7EVA4,unreviewed,E7EVA4_HUMAN,Derlin,DERL3,Homo sapiens (Human),178,E7EVA4_DERL3
NUP98,P52948,reviewed,NUP98_HUMAN,Nuclear pore complex protein Nup98-Nup96 (EC 3.4.21.-) [Cleaved into: Nuclear pore complex protein Nup98 (98 kDa nucleoporin) (Nucleoporin Nup98) (Nup98); Nuclear pore complex protein Nup96 (96 kDa nucleoporin) (Nucleoporin Nup96) (Nup96)],NUP98 ADAR2,Homo sapiens (Human),1817,P52948_NUP98
NUP98,A0A024RCC4,unreviewed,A0A024RCC4_HUMAN,"Nucleoporin 98kDa, isoform CRA_a",NUP98 hCG_16164,Homo sapiens (Human),1330,A0A024RCC4_NUP98
NUP98,A0A1D8GZ55,unreviewed,A0A1D8GZ55_HUMAN,NUP98/NSD1 fusion protein,NUP98 NSD1 fusion,Homo sapiens (Human),1853,A0A1D8GZ55_NUP98
NUP98,A0A1D8GZ56,unreviewed,A0A1D8GZ56_HUMAN,NUP98/NSD1 fusion protein,NUP98 NSD1 fusion,Homo sapiens (Human),1891,A0A1D8GZ56_NUP98
NUP98,A0A1D8GZ64,unreviewed,A0A1D8GZ64_HUMAN,NUP98/NSD1 fusion protein,NUP98 NSD1 fusion,Homo sapiens (Human),531,A0A1D8GZ64_NUP98
NUP98,A0A3B3ITD8,unreviewed,A0A3B3ITD8_HUMAN,Nucleoporin 98 and 96 precursor,NUP98,Homo sapiens (Human),1348,A0A3B3ITD8_NUP98
NUP98,A0A8V8TPW9,unreviewed,A0A8V8TPW9_HUMAN,Nuclear pore complex protein Nup98-Nup96,NUP98,Homo sapiens (Human),1062,A0A8V8TPW9_NUP98
NUP98,A0A8V8TPX4,unreviewed,A0A8V8TPX4_HUMAN,Nuclear pore complex protein Nup98-Nup96,NUP98,Homo sapiens (Human),1661,A0A8V8TPX4_NUP98
NUP98,A0A8V8TPX8,unreviewed,A0A8V8TPX8_HUMAN,Nucleoporin 98 and 96 precursor,NUP98,Homo sapiens (Human),436,A0A8V8TPX8_NUP98
NUP98,A0A8V8TQF7,unreviewed,A0A8V8TQF7_HUMAN,Nuclear pore complex protein Nup98-Nup96,NUP98,Homo sapiens (Human),1791,A0A8V8TQF7_NUP98
NUP98,A0A8V8TQG1,unreviewed,A0A8V8TQG1_HUMAN,Nucleoporin 98 and 96 precursor,NUP98,Homo sapiens (Human),500,A0A8V8TQG1_NUP98
NUP98,A0A8V8TQG5,unreviewed,A0A8V8TQG5_HUMAN,Nucleoporin 98 and 96 precursor,NUP98,Homo sapiens (Human),912,A0A8V8TQG5_NUP98
NUP98,A0A8V8TR21,unreviewed,A0A8V8TR21_HUMAN,Nuclear pore complex protein Nup98-Nup96,NUP98,Homo sapiens (Human),1783,A0A8V8TR21_NUP98
NUP98,A0A8V8TR23,unreviewed,A0A8V8TR23_HUMAN,Nucleoporin 98 and 96 precursor,NUP98,Homo sapiens (Human),875,A0A8V8TR23_NUP98
NUP98,A0A8V8TRC7,unreviewed,A0A8V8TRC7_HUMAN,Nuclear pore complex protein Nup98-Nup96,NUP98,Homo sapiens (Human),1644,A0A8V8TRC7_NUP98
NUP98,A0A8V8TRD0,unreviewed,A0A8V8TRD0_HUMAN,Nucleoporin 98 and 96 precursor,NUP98,Homo sapiens (Human),913,A0A8V8TRD0_NUP98
NUP98,E9PNN0,unreviewed,E9PNN0_HUMAN,Nucleoporin 98 and 96 precursor,NUP98,Homo sapiens (Human),124,E9PNN0_NUP98
NUP98,H0YCR0,unreviewed,H0YCR0_HUMAN,Nuclear pore complex protein Nup98-Nup96,NUP98,Homo sapiens (Human),1753,H0YCR0_NUP98
NUP98,H0YCT1,unreviewed,H0YCT1_HUMAN,Nucleoporin 98 and 96 precursor,NUP98,Homo sapiens (Human),93,H0YCT1_NUP98
NUP98,H0YDA1,unreviewed,H0YDA1_HUMAN,Nucleoporin 98 and 96 precursor,NUP98,Homo sapiens (Human),1182,H0YDA1_NUP98
NUP98,H0YDF4,unreviewed,H0YDF4_HUMAN,Nucleoporin 98 and 96 precursor,NUP98,Homo sapiens (Human),232,H0YDF4_NUP98
NUP98,H0YEN4,unreviewed,H0YEN4_HUMAN,Nuclear pore complex protein Nup98-Nup96,NUP98,Homo sapiens (Human),1792,H0YEN4_NUP98
NUP98,H7BYP8,unreviewed,H7BYP8_HUMAN,Nucleoporin 98 and 96 precursor,NUP98,Homo sapiens (Human),136,H7BYP8_NUP98
NUP98,H7C3P6,unreviewed,H7C3P6_HUMAN,Nucleoporin 98 and 96 precursor,NUP98,Homo sapiens (Human),753,H7C3P6_NUP98
NUP98,Q9HDC8,unreviewed,Q9HDC8_HUMAN,Nucleoporin NUP98,NUP98,Homo sapiens (Human),46,Q9HDC8_NUP98
LTF,P02788,reviewed,TRFL_HUMAN,Lactotransferrin (Lactoferrin) (EC 3.4.21.-) (Growth-inhibiting protein 12) (Talalactoferrin) [Cleaved into: Lactoferricin-H (Lfcin-H); Kaliocin-1; Lactoferroxin-A; Lactoferroxin-B; Lactoferroxin-C],LTF GIG12 LF,Homo sapiens (Human),710,P02788_LTF
LTF,A0A161I202,unreviewed,A0A161I202_HUMAN,Lactotransferrin,LTF,Homo sapiens (Human),711,A0A161I202_LTF
LTF,A0A804HKN5,unreviewed,A0A804HKN5_HUMAN,Lactotransferrin,LTF,Homo sapiens (Human),55,A0A804HKN5_LTF
LTF,B2MV14,unreviewed,B2MV14_HUMAN,Truncated lactoferrin,LTF,Homo sapiens (Human),585,B2MV14_LTF
LTF,C9JCF5,unreviewed,C9JCF5_HUMAN,Lactotransferrin,LTF,Homo sapiens (Human),182,C9JCF5_LTF
LTF,E7EQB2,unreviewed,E7EQB2_HUMAN,Lactotransferrin,LTF,Homo sapiens (Human),696,E7EQB2_LTF
LTF,E7ER44,unreviewed,E7ER44_HUMAN,Lactotransferrin,LTF,Homo sapiens (Human),708,E7ER44_LTF
PIDD1,Q9HB75,reviewed,PIDD1_HUMAN,p53-induced death domain-containing protein 1 (EC 3.4.21.-) (Leucine-rich repeat and death domain-containing protein) [Cleaved into: PIDD-N; PIDD-C; PIDD-CC],PIDD1 LRDD PIDD,Homo sapiens (Human),910,Q9HB75_PIDD1
PIDD1,E9PPT6,unreviewed,E9PPT6_HUMAN,P53-induced death domain protein 1,PIDD1,Homo sapiens (Human),108,E9PPT6_PIDD1
PIDD1,H0YE55,unreviewed,H0YE55_HUMAN,P53-induced death domain protein 1,PIDD1,Homo sapiens (Human),338,H0YE55_PIDD1
CARD8,Q9Y2G2,reviewed,CARD8_HUMAN,"Caspase recruitment domain-containing protein 8 (EC 3.4.-.-) (CARD-inhibitor of NF-kappa-B-activating ligand) (CARDINAL) (Tumor up-regulated CARD-containing antagonist of CASP9) (TUCAN) [Cleaved into: Caspase recruitment domain-containing protein 8, C-terminus (CARD8-CT); Caspase recruitment domain-containing protein 8, N-terminus (CARD8-NT)]",CARD8 DACAR KIAA0955 NDPP1,Homo sapiens (Human),537,Q9Y2G2_CARD8
CARD8,A0A024QZD3,unreviewed,A0A024QZD3_HUMAN,"Caspase recruitment domain family, member 8, isoform CRA_a",CARD8 hCG_15257,Homo sapiens (Human),431,A0A024QZD3_CARD8
CARD8,B5KVR7,unreviewed,B5KVR7_HUMAN,CARD8 isoform T51,CARD8,Homo sapiens (Human),456,B5KVR7_CARD8
CARD8,E5RFI5,unreviewed,E5RFI5_HUMAN,Caspase recruitment domain family member 8,CARD8,Homo sapiens (Human),132,E5RFI5_CARD8
CARD8,E5RGC9,unreviewed,E5RGC9_HUMAN,Caspase recruitment domain family member 8,CARD8,Homo sapiens (Human),82,E5RGC9_CARD8
CARD8,E5RGG3,unreviewed,E5RGG3_HUMAN,Caspase recruitment domain family member 8,CARD8,Homo sapiens (Human),39,E5RGG3_CARD8
CARD8,E5RHJ3,unreviewed,E5RHJ3_HUMAN,Caspase recruitment domain family member 8,CARD8,Homo sapiens (Human),132,E5RHJ3_CARD8
CARD8,E5RHZ3,unreviewed,E5RHZ3_HUMAN,Caspase recruitment domain family member 8,CARD8,Homo sapiens (Human),146,E5RHZ3_CARD8
CARD8,E5RIN1,unreviewed,E5RIN1_HUMAN,Caspase recruitment domain family member 8,CARD8,Homo sapiens (Human),138,E5RIN1_CARD8
CARD8,E5RJG3,unreviewed,E5RJG3_HUMAN,Caspase recruitment domain family member 8,CARD8,Homo sapiens (Human),43,E5RJG3_CARD8
CARD8,H0YB90,unreviewed,H0YB90_HUMAN,Caspase recruitment domain family member 8,CARD8,Homo sapiens (Human),70,H0YB90_CARD8
CARD8,H0YBW7,unreviewed,H0YBW7_HUMAN,Caspase recruitment domain family member 8,CARD8,Homo sapiens (Human),24,H0YBW7_CARD8
CARD8,I6L9C6,unreviewed,I6L9C6_HUMAN,CARD8 protein,CARD8,Homo sapiens (Human),487,I6L9C6_CARD8
NLRP1,Q9C000,reviewed,NLRP1_HUMAN,"NACHT, LRR and PYD domains-containing protein 1 (EC 3.4.-.-) (EC 3.6.4.-) (Caspase recruitment domain-containing protein 7) (Death effector filament-forming ced-4-like apoptosis protein) (Nucleotide-binding domain and caspase recruitment domain) [Cleaved into: NACHT, LRR and PYD domains-containing protein 1, C-terminus (NLRP1-CT); NACHT, LRR and PYD domains-containing protein 1, N-terminus (NLRP1-NT)]",NLRP1 CARD7 DEFCAP KIAA0926 NAC NALP1,Homo sapiens (Human),1473,Q9C000_NLRP1
NLRP1,A0A8V8TNG2,unreviewed,A0A8V8TNG2_HUMAN,NLR family pyrin domain containing 1,NLRP1,Homo sapiens (Human),1198,A0A8V8TNG2_NLRP1
NLRP1,A0A8V8TNH7,unreviewed,A0A8V8TNH7_HUMAN,NLR family pyrin domain containing 1,NLRP1,Homo sapiens (Human),1368,A0A8V8TNH7_NLRP1
NLRP1,A0A8V8TNJ2,unreviewed,A0A8V8TNJ2_HUMAN,NLR family pyrin domain containing 1,NLRP1,Homo sapiens (Human),1477,A0A8V8TNJ2_NLRP1
NLRP1,A0A8V8TNK6,unreviewed,A0A8V8TNK6_HUMAN,NLR family pyrin domain containing 1,NLRP1,Homo sapiens (Human),241,A0A8V8TNK6_NLRP1
NLRP1,A0A8V8TNN3,unreviewed,A0A8V8TNN3_HUMAN,NLR family pyrin domain containing 1,NLRP1,Homo sapiens (Human),1371,A0A8V8TNN3_NLRP1
NLRP1,A0A8V8TNP3,unreviewed,A0A8V8TNP3_HUMAN,NLR family pyrin domain containing 1,NLRP1,Homo sapiens (Human),1386,A0A8V8TNP3_NLRP1
NLRP1,A0A8V8TNP9,unreviewed,A0A8V8TNP9_HUMAN,NLR family pyrin domain containing 1,NLRP1,Homo sapiens (Human),211,A0A8V8TNP9_NLRP1
NLRP1,A0A8V8TNR1,unreviewed,A0A8V8TNR1_HUMAN,NLR family pyrin domain containing 1,NLRP1,Homo sapiens (Human),1408,A0A8V8TNR1_NLRP1
NLRP1,A0A8V8TNR8,unreviewed,A0A8V8TNR8_HUMAN,NLR family pyrin domain containing 1,NLRP1,Homo sapiens (Human),235,A0A8V8TNR8_NLRP1
NLRP1,A0A8V8TNS2,unreviewed,A0A8V8TNS2_HUMAN,NLR family pyrin domain containing 1,NLRP1,Homo sapiens (Human),175,A0A8V8TNS2_NLRP1
NLRP1,A0A8V8TNS7,unreviewed,A0A8V8TNS7_HUMAN,NLR family pyrin domain containing 1,NLRP1,Homo sapiens (Human),843,A0A8V8TNS7_NLRP1
NLRP1,A0A8V8TNU7,unreviewed,A0A8V8TNU7_HUMAN,NLR family pyrin domain containing 1,NLRP1,Homo sapiens (Human),70,A0A8V8TNU7_NLRP1
NLRP1,A0A8V8TNV1,unreviewed,A0A8V8TNV1_HUMAN,NLR family pyrin domain containing 1,NLRP1,Homo sapiens (Human),229,A0A8V8TNV1_NLRP1
NLRP1,A0A8V8TNV2,unreviewed,A0A8V8TNV2_HUMAN,NLR family pyrin domain containing 1,NLRP1,Homo sapiens (Human),1331,A0A8V8TNV2_NLRP1
NLRP1,A0A8V8TNV8,unreviewed,A0A8V8TNV8_HUMAN,NLR family pyrin domain containing 1,NLRP1,Homo sapiens (Human),1209,A0A8V8TNV8_NLRP1
